id,source,category,title,price,rating,review_count,url,img_url
6229,microcenter,laptops,"Lenovo ThinkPad T16 Gen 3 16"" Laptop Computer - Black;  Intel Core Ultra 7 155U 1.7GHz Processor;  16GB DDR5-5600 RAM;  512GB Solid State Drive;  Intel Graphics",899.99,-1.0,-1,https://www.microcenter.com/product/694511/lenovo-thinkpad-t16-gen-3-16-laptop-computer-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694511_852434.jpg
6230,microcenter,laptops,"LG gram Pro 16T90TP-K.ADB7U1 16"" Intel Evo Platform 2-in-1 Laptop Computer - Obsidian Black;  Intel Core Ultra 7 255H 1.5GHz Processor;  32GB LPDDR5X-8400 RAM;  2TB Solid State Drive;  Intel Arc Graphics",2399.99,-1.0,-1,https://www.microcenter.com/product/691112/lg-gram-pro-16t90tp-kadb7u1-16-intel-evo-platform-2-in-1-laptop-computer-obsidian-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691112_813204.jpg
6231,microcenter,laptops,"LG gram 16Z90TL-G.AUB5U1 Copilot+ PC 16"" Intel Evo Platform Laptop Computer - Obsidian Black;  Intel Core Ultra 7 256V 2.2GHz Processor;  16GB LPDDR5X-8533 RAM;  2TB Solid State Drive;  Intel Arc Graphics",1399.99,-1.0,-1,https://www.microcenter.com/product/691113/lg-gram-16z90tl-gaub5u1-copilot-pc-16-intel-evo-platform-laptop-computer-obsidian-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691113_813212.jpg
6232,microcenter,laptops,"HP EliteBook 845 G10 14"" Laptop Computer;  AMD Ryzen 7 PRO 7840U 3.3GHz Processor;  16GB DDR5-5600 RAM;  512GB Solid State Drive;  AMD Radeon Graphics",699.99,-1.0,-1,https://www.microcenter.com/product/694500/hp-elitebook-845-g10-14-laptop-computer,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694500_852731.jpg
6233,microcenter,laptops,"Dell 16 Plus DB16250 16"" Laptop Computer - Ice Blue;  Intel Core Ultra 7 258V 2.2GHz Processor;  32GB LPDDD5X-8533 Onboard RAM;  1TB Solid State Drive;  Intel Arc 140V Graphics",1199.99,-1.0,-1,https://www.microcenter.com/product/693094/dell-16-plus-db16250-16-laptop-computer-ice-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693094_834523.jpg
6234,microcenter,laptops,"Dell XPS 13 9350 Copilot+ PC 13.4"" Laptop Computer - Platinum;  Intel Core Ultra 7 258V 2.2GHz Processor;  32GB LPDDR5X-8533 RAM;  1TB Solid State Drive;  Intel Arc Graphics",1699.99,-1.0,-1,https://www.microcenter.com/product/690083/dell-xps-13-9350-copilot-pc-134-laptop-computer-platinum,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690083_800862.jpg
6235,microcenter,laptops,"ASUS V16 V3607VU-DS76 16"" Gaming Laptop Computer - Black;  Intel Core 7 240H 1.8GHz Processor;  NVIDIA GeForce RTX 4050 6GB GDDR6;  16GB DDR5-5600 RAM;  512GB Solid State Drive",899.99,-1.0,-1,https://www.microcenter.com/product/694378/asus-v16-v3607vu-ds76-16-gaming-laptop-computer-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694378_852186.jpg
6548,microcenter,gadget,Kent Displays Boogie Board Sketch Pals - Puppy,19.99,-1.0,-1,https://www.microcenter.com/product/669461/kent-displays-boogie-board-sketch-pals-puppy,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0669461_602508.jpg
6236,microcenter,laptops,"ASUS V16 V3607VJ-DS76 16"" Gaming Laptop Computer - Matte Black;  Intel Core 7 240H 1.8GHz Processor;  NVIDIA GeForce RTX 3050 6GB GDDR6;  16GB DDR5-5600 RAM;  512GB Solid State Drive",799.99,-1.0,-1,https://www.microcenter.com/product/694551/asus-v16-v3607vj-ds76-16-gaming-laptop-computer-matte-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694551_856880.jpg
6237,microcenter,laptops,"Lenovo ThinkBook 16 G6 IRL 16"" Laptop Computer - Arctic Grey;  Intel Core i7 13th Gen 1355U 1.2GHz Processor;  16GB DDR5-5200 RAM;  1TB Solid State Drive;  Intel UHD Graphics",799.99,-1.0,-1,https://www.microcenter.com/product/690626/lenovo-thinkbook-16-g6-irl-16-laptop-computer-arctic-grey,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690626_808253.jpg
6238,microcenter,laptops,"Dell Pro 16 Plus PB16250 Copilot+ PC 16"" Laptop Computer;  Intel Core Ultra 7 266V 2.2GHz Processor;  16GB LPDDR5x-8533 Onboard RAM;  512GB Solid State Drive;  Intel Arc 140V Graphics",1999.99,-1.0,-1,https://www.microcenter.com/product/695659/dell-pro-16-plus-pb16250-copilot-pc-16-laptop-computer,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0695659_871970.jpg
6239,microcenter,laptops,"Dell XPS 13 9350 Copilot+ PC 13.4"" Laptop Computer - Platinum;  Intel Core Ultra 7 258V 2.2GHz Processor;  32GB LPDDR5x-8533 Onboard RAM;  1TB Solid State Drive;  Intel Arc Graphics",1999.99,-1.0,-1,https://www.microcenter.com/product/690081/dell-xps-13-9350-copilot-pc-134-laptop-computer-platinum,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690081_800870.jpg
6240,microcenter,laptops,"Lenovo IdeaPad Slim 3i 15.3"" Laptop Computer - Cosmic Blue;  Intel Core 5 210H 1.6GHz Processor;  16GB DDR5-4800 RAM;  512GB Solid State Drive;  Intel Graphics",629.99,-1.0,-1,https://www.microcenter.com/product/691951/lenovo-ideapad-slim-3i-153-laptop-computer-cosmic-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691951_823070.jpg
6241,microcenter,laptops,"Acer Swift Go 16 SFG16-73-96TC 16"" Laptop Computer - Titanium Gray;  Intel Core Ultra 9 285H 2.9GHz Processor;  32GB LPDDR5X Onboard RAM;  1TB Solid State Drive;  Intel Arc 140T Graphics",1199.99,-1.0,-1,https://www.microcenter.com/product/693718/acer-swift-go-16-sfg16-73-96tc-16-laptop-computer-titanium-gray,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693718_843508.jpg
6242,microcenter,laptops,"Lenovo ThinkPad P16s Gen 3 Mobile Workstation 16"" Laptop Computer - Black;  Intel Core Ultra 7 155H 1.4GHz Processor;  NVIDIA GeForce RTX 500 Ada 4GB GDDR6;  16GB DDR5-5600 RAM;  512GB Solid State Drive",1599.99,-1.0,-1,https://www.microcenter.com/product/696559/lenovo-thinkpad-p16s-gen-3-mobile-workstation-16-laptop-computer-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0696559_879916.jpg
6243,microcenter,laptops,"Dell 14 Plus DB14250 14"" Laptop Computer - Ice Blue;  Intel Core Ultra 9 288V 3.3GHz Processor;  32GB LPDDR5X-8533 Onboard RAM;  1TB Solid State Drive;  Intel Arc Graphics",1299.99,-1.0,-1,https://www.microcenter.com/product/691838/dell-14-plus-db14250-14-laptop-computer-ice-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691838_818237.jpg
6244,microcenter,laptops,"HP EliteBook 840 G10 14"" Laptop Computer - Silver;  Intel Core i5 13th Gen 1335U 1.3GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",849.99,-1.0,-1,https://www.microcenter.com/product/687064/hp-elitebook-840-g10-14-laptop-computer-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0687064_767525.jpg
6245,microcenter,laptops,"LG gram Pro 17Z90TP-G.ADB7U1 17"" Intel Evo Platform Laptop Computer - Obsidian Black;  Intel Core Ultra 7 255H 1.5GHz Processor;  32GB LPDDR5X-8400 RAM;  2TB Solid State Drive;  Intel Arc Graphics",2299.99,-1.0,-1,https://www.microcenter.com/product/691117/lg-gram-pro-17z90tp-gadb7u1-17-intel-evo-platform-laptop-computer-obsidian-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691117_813402.jpg
6246,microcenter,laptops,"Dell Latitude 5400 14"" Laptop Computer (Refurbished);  Intel Core i5 8th Gen 8265U 1.6GHz Processor;  32GB RAM;  1TB Solid State Drive;  Intel UHD Graphics",299.99,-1.0,-1,https://www.microcenter.com/product/692360/dell-latitude-5400-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692360_828111.jpg
6247,microcenter,laptops,"LG gram Pro 16"" Intel Evo Platform Laptop Computer - Metal Gray;  Intel Core Ultra 7 258V 2.2GHz Processor;  32GB LPDDR5X-8533 RAM;  2TB Solid State Drive;  Intel Arc Graphics",1999.99,-1.0,-1,https://www.microcenter.com/product/691115/lg-gram-pro-16-intel-evo-platform-laptop-computer-metal-gray,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691115_813394.jpg
6248,microcenter,laptops,"Dell Pro 16 Plus PB16250 16"" Laptop Computer;  Intel Core Ultra 7 265U 1.7GHz Processor;  16GB DDR5-5600 RAM;  512GB Solid State Drive;  Intel Graphics",1899.99,-1.0,-1,https://www.microcenter.com/product/695657/dell-pro-16-plus-pb16250-16-laptop-computer,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0695657_872465.jpg
6249,microcenter,laptops,"HP OMEN 16-ae0073cl 16.1"" Gaming Laptop Computer (Refurbished) - Meteor Silver;  Intel Core i7 14th Gen 14650HX 1.6GHz Processor;  NVIDIA GeForce RTX 4060 8GB GDDR6;  32GB DDR5-5600 RAM;  1TB Solid State Drive",929.99,-1.0,-1,https://www.microcenter.com/product/692947/hp-omen-16-ae0073cl-161-gaming-laptop-computer-(refurbished)-meteor-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692947_832428.jpg
6250,microcenter,laptops,"ASUS Vivobook 16 (M1607) M1607KA-DS76 Copilot+ PC 16"" Laptop Computer - Quiet Blue;  AMD Ryzen AI 7 350 2.0GHz Processor;  16GB DDR5-5600 Onboard RAM;  1TB Solid State Drive;  AMD Radeon Graphics",799.99,-1.0,-1,https://www.microcenter.com/product/694377/asus-vivobook-16-(m1607)-m1607ka-ds76-copilot-pc-16-laptop-computer-quiet-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694377_852715.jpg
6251,microcenter,laptops,"Dell XPS 13 9345 Copilot+ PC 13.4"" Laptop Computer - Graphite;  Snapdragon X Elite (12-Core) Processor;  32GB LPDDR5x-8448 Onboard RAM;  1TB Solid State Drive;  Qualcomm Adreno Graphics",1799.99,-1.0,-1,https://www.microcenter.com/product/690082/dell-xps-13-9345-copilot-pc-134-laptop-computer-graphite,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690082_800912.jpg
6252,microcenter,laptops,"Lenovo IdeaPad Slim 5i 16"" Laptop Computer - Cosmic Blue;  Intel Core 7 240H 1.8GHz Processor;  16GB DDR5-5600 RAM;  1TB Solid State Drive;  Intel Graphics",749.99,-1.0,-1,https://www.microcenter.com/product/691926/lenovo-ideapad-slim-5i-16-laptop-computer-cosmic-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691926_823047.jpg
6305,microcenter,ram,Crucial 64GB DDR5-5600 PC5-44800 CL46 Single Channel Desktop Memory Module CT64G56C46U5 - Black,156.99,-1.0,-1,https://www.microcenter.com/product/690340/crucial-64gb-ddr5-5600-pc5-44800-cl46-single-channel-desktop-memory-module-ct64g56c46u5-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690340_807065.jpg
6253,microcenter,laptops,"Lenovo IdeaPad Slim 5 Copilot+ PC 16"" Laptop Computer - Cosmic Blue;  AMD Ryzen AI 7 350 2.0GHz Processor;  16GB DDR5-5600 RAM;  1TB Solid State Drive;  AMD Radeon 860M Graphics",749.99,-1.0,-1,https://www.microcenter.com/product/691929/lenovo-ideapad-slim-5-copilot-pc-16-laptop-computer-cosmic-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691929_823062.jpg
6254,microcenter,laptops,"HP ZBook Firefly G11 Mobile Workstation 16"" Laptop Computer;  Intel Core Ultra 7 155U 1.7GHz Processor;  32GB DDR5-5600 RAM;  512GB Solid State Drive;  Intel Graphics",1299.99,-1.0,-1,https://www.microcenter.com/product/693679/hp-zbook-firefly-g11-mobile-workstation-16-laptop-computer,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693679_841742.jpg
6255,microcenter,laptops,"Dell Latitude 5520 15.6"" Laptop Computer (Refurbished);  Intel Core i5 Processor;  16GB RAM;  512GB Solid State Drive;  Intel UHD Graphics",359.99,-1.0,-1,https://www.microcenter.com/product/692227/dell-latitude-5520-156-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692227_825315.jpg
6256,microcenter,laptops,"Samsung Galaxy Book5 360 15.6"" 2-in-1 Laptop Computer - Gray;  Intel Core Ultra 7 256V 2.2GHz Processor;  16GB LPDDR5X Memory;  512GB Solid State Drive;  Intel Arc 140V Graphics",1349.99,-1.0,-1,https://www.microcenter.com/product/691279/samsung-galaxy-book5-360-156-2-in-1-laptop-computer-gray,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691279_816629.jpg
6257,microcenter,laptops,"Dell Latitude 5455 14"" Laptop Computer - Titan Gray;  Snapdragon X Plus (10-Core) Processor;  16GB LPDDR5x-8448 Onboard RAM;  512GB Solid State Drive;  Qualcomm Adreno GPU",1299.9,-1.0,-1,https://www.microcenter.com/product/695660/dell-latitude-5455-14-laptop-computer-titan-gray,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0695660_871962.jpg
6258,microcenter,laptops,"Lenovo ThinkPad X1 14"" Laptop Computer (Refurbished);  Intel Core i7 11th Gen 1185G7 1.2GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",549.99,-1.0,-1,https://www.microcenter.com/product/693385/lenovo-thinkpad-x1-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693385_837260.jpg
6259,microcenter,laptops,"Dell Latitude 5400 14"" Laptop Computer (Refurbished);  Intel Core i5 8th Gen 8365U 1.6GHz Processor;  16GB RAM;  256GB Solid State Drive;  Intel UHD Graphics",279.99,-1.0,-1,https://www.microcenter.com/product/689034/dell-latitude-5400-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0689034_787036.jpg
6260,microcenter,laptops,"ASUS Vivobook 14 X1407QA-BS56 Copilot+ PC 14"" Laptop Computer - Cool Silver;  Snapdragon X (8-Core) 2.9GHz Processor;  16GB LPDDR5x-8533 Onboard RAM;  512GB Solid State Drive;  Qualcomm Adreno Graphics",649.99,-1.0,-1,https://www.microcenter.com/product/694375/asus-vivobook-14-x1407qa-bs56-copilot-pc-14-laptop-computer-cool-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0694375_867200.jpg
6261,microcenter,laptops,"HP 14-dq3500nr 14"" Laptop Computer - Natural Silver;  Intel Celeron N4500 1.1GHz Processor;  4GB DDR4-2933 RAM;  64GB eMMC Storage;  Intel UHD Graphics",209.99,-1.0,-1,https://www.microcenter.com/product/693646/hp-14-dq3500nr-14-laptop-computer-natural-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693646_841734.jpg
6262,microcenter,laptops,"Dell Latitude 7420 14"" Laptop Computer (Refurbished);  Intel Core i7 11th Gen 1185G7 1.2GHz Processor;  32GB LPDDR4x Onboard RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",459.99,-1.0,-1,https://www.microcenter.com/product/690130/dell-latitude-7420-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690130_800961.jpg
6263,microcenter,laptops,"HP EliteBook 840 G6 14"" Laptop Computer (Refurbished) - Silver;  Intel Core i5 8th Gen 8365U 1.6GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel UHD Graphics",299.99,-1.0,-1,https://www.microcenter.com/product/691028/hp-elitebook-840-g6-14-laptop-computer-(refurbished)-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0691028_812107.jpg
6264,microcenter,laptops,"Lenovo ThinkPad T480 14"" Laptop Computer (Refurbished) - Black;  Intel Core i5 8th Gen 8250U 1.6GHz Processor;  16GB RAM;  256GB Solid State Drive;  Intel UHD Graphics 620",299.99,-1.0,-1,https://www.microcenter.com/product/692504/lenovo-thinkpad-t480-14-laptop-computer-(refurbished)-black,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692504_828517.jpg
6265,microcenter,laptops,"HP EliteBook 830 G8 13.3"" Laptop Computer (Refurbished);  Intel Core i7 10th Gen 10510U 1.8GHz Processor;  32GB RAM;  512GB Solid State Drive;  Intel UHD Graphics",449.99,-1.0,-1,https://www.microcenter.com/product/692506/hp-elitebook-830-g8-133-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0692506_828533.jpg
6266,microcenter,laptops,"Dell Latitude 7410 14"" Laptop Computer (Refurbished);  Intel Core i7 10th Gen 10610U 1.8GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel UHD Graphics",399.99,-1.0,-1,https://www.microcenter.com/product/690131/dell-latitude-7410-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690131_800979.jpg
6267,microcenter,laptops,"HP ProBook 640 G8 14"" Laptop Computer (Refurbished) - Silver;  Intel Core i5 11th Gen 1135G7 2.4GHz Processor;  16GB RAM;  256GB Solid State Drive;  Intel Iris Xe Graphics",299.99,-1.0,-1,https://www.microcenter.com/product/690807/hp-probook-640-g8-14-laptop-computer-(refurbished)-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690807_809681.jpg
6268,microcenter,laptops,"Dell Latitude 3440 14"" Laptop Computer (Refurbished);  Intel Core i5 13th Gen 1335U 1.3GHz Processor;  16GB DDR4-3200 RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",479.99,-1.0,-1,https://www.microcenter.com/product/690092/dell-latitude-3440-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690092_800367.jpg
6269,microcenter,laptops,"HP Omnibook 7 Aero Next Gen AI 13-bg1002nr 13.3"" Laptop Computer - Glacier Silver;  AMD Ryzen AI 7 350 2.0GHz Processor;  16GB LPDDR5x-7500 Onboard RAM;  1TB Solid State Drive;  AMD Radeon 860M Graphics",849.99,-1.0,-1,https://www.microcenter.com/product/693744/hp-omnibook-7-aero-next-gen-ai-13-bg1002nr-133-laptop-computer-glacier-silver,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693744_843482.jpg
6270,microcenter,laptops,"Dell Precision 3490 Mobile Workstation 14"" Laptop Computer (Refurbished) - Titan Gray;  Intel Core Ultra 5 125U 1.3GHz Processor;  16GB RAM;  512GB Solid State Drive;  Intel Graphics",649.99,-1.0,-1,https://www.microcenter.com/product/693139/dell-precision-3490-mobile-workstation-14-laptop-computer-(refurbished)-titan-gray,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693139_841866.jpg
6271,microcenter,laptops,"Lenovo ThinkPad X1 Yoga Gen 6 14"" 2-in-1 Laptop Computer (Factory Refurbished) - Storm Grey;  Intel Core i7 11th Gen 1185G7 3.0GHz Processor;  32GB LPDDR4x-4266 RAM;  512GB Solid State Drive;  Intel Iris Xe Graphics",649.99,-1.0,-1,https://www.microcenter.com/product/693833/lenovo-thinkpad-x1-yoga-gen-6-14-2-in-1-laptop-computer-(factory-refurbished)-storm-grey,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0693833_844019.jpg
6272,microcenter,laptops,"Dell Latitude 3420 14"" Laptop Computer (Refurbished);  Intel Core i5 11th Gen 1145G7 2.6GHz Processor;  32GB RAM;  256GB Solid State Drive;  Intel Iris Xe Graphics",379.99,-1.0,-1,https://www.microcenter.com/product/690788/dell-latitude-3420-14-laptop-computer-(refurbished),https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0690788_809517.jpg
6273,microcenter,laptops,"Dell Inspiron 14 7445 14"" 2-in-1 Laptop Computer - Midnight Blue;  AMD Ryzen 7 8840HS 3.3GHz Processor;  16GB DDR5-5600 RAM;  1TB Solid State Drive;  AMD Radeon Graphics",699.99,-1.0,-1,https://www.microcenter.com/product/696549/dell-inspiron-14-7445-14-2-in-1-laptop-computer-midnight-blue,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0696549_876292.jpg
